,timestamps,dc_power,capacity_factor
2024-01-03 17:00:00,2017-01-03 17:00:00+00:00,0.0,0.0
2024-01-03 18:00:00,2017-01-03 18:00:00+00:00,0.0,0.0
2024-01-03 19:00:00,2017-01-03 19:00:00+00:00,0.0,0.0
2024-01-03 20:00:00,2017-01-03 20:00:00+00:00,0.0,0.0
2024-01-03 21:00:00,2017-01-03 21:00:00+00:00,0.0,0.0
2024-01-03 22:00:00,2017-01-03 22:00:00+00:00,0.0,0.0
2024-01-03 23:00:00,2017-01-03 23:00:00+00:00,0.0,0.0
2024-01-04 00:00:00,2017-01-04 00:00:00+00:00,0.0,0.0
2024-01-04 01:00:00,2017-01-04 01:00:00+00:00,0.0,0.0
2024-01-04 02:00:00,2017-01-04 02:00:00+00:00,0.0,0.0
2024-01-04 03:00:00,2017-01-04 03:00:00+00:00,0.0,0.0
2024-01-04 04:00:00,2017-01-04 04:00:00+00:00,0.0,0.0
2024-01-04 05:00:00,2017-01-04 05:00:00+00:00,0.0,0.0
2024-01-04 06:00:00,2017-01-04 06:00:00+00:00,0.0,0.0
2024-01-04 07:00:00,2017-01-04 07:00:00+00:00,0.0,0.0
2024-01-04 08:00:00,2017-01-04 08:00:00+00:00,0.0,0.0
2024-01-04 09:00:00,2017-01-04 09:00:00+00:00,13.763,0.063
2024-01-04 10:00:00,2017-01-04 10:00:00+00:00,14.413,0.066
2024-01-04 11:00:00,2017-01-04 11:00:00+00:00,1.509,0.007
2024-01-04 12:00:00,2017-01-04 12:00:00+00:00,0.0,0.0
2024-01-04 13:00:00,2017-01-04 13:00:00+00:00,0.0,0.0
2024-01-04 14:00:00,2017-01-04 14:00:00+00:00,0.172,0.001
2024-01-04 15:00:00,2017-01-04 15:00:00+00:00,0.0,0.0
2024-01-04 16:00:00,2017-01-04 16:00:00+00:00,0.0,0.0
2024-01-04 17:00:00,2017-01-04 17:00:00+00:00,0.0,0.0
2024-01-04 18:00:00,2017-01-04 18:00:00+00:00,0.0,0.0
2024-01-04 19:00:00,2017-01-04 19:00:00+00:00,0.0,0.0
2024-01-04 20:00:00,2017-01-04 20:00:00+00:00,0.0,0.0
2024-01-04 21:00:00,2017-01-04 21:00:00+00:00,0.0,0.0
2024-01-04 22:00:00,2017-01-04 22:00:00+00:00,0.0,0.0
2024-01-04 23:00:00,2017-01-04 23:00:00+00:00,0.0,0.0
2024-01-05 00:00:00,2017-01-05 00:00:00+00:00,0.0,0.0
2024-01-05 01:00:00,2017-01-05 01:00:00+00:00,0.0,0.0
2024-01-05 02:00:00,2017-01-05 02:00:00+00:00,0.0,0.0
2024-01-05 03:00:00,2017-01-05 03:00:00+00:00,0.0,0.0
2024-01-05 04:00:00,2017-01-05 04:00:00+00:00,0.0,0.0
2024-01-05 05:00:00,2017-01-05 05:00:00+00:00,0.0,0.0
2024-01-05 06:00:00,2017-01-05 06:00:00+00:00,0.0,0.0
2024-01-05 07:00:00,2017-01-05 07:00:00+00:00,0.0,0.0
2024-01-05 08:00:00,2017-01-05 08:00:00+00:00,0.0,0.0
2024-01-05 09:00:00,2017-01-05 09:00:00+00:00,0.0,0.0
2024-01-05 10:00:00,2017-01-05 10:00:00+00:00,0.0,0.0
2024-01-05 11:00:00,2017-01-05 11:00:00+00:00,0.0,0.0
2024-01-05 12:00:00,2017-01-05 12:00:00+00:00,0.0,0.0
2024-01-05 13:00:00,2017-01-05 13:00:00+00:00,0.0,0.0
2024-01-05 14:00:00,2017-01-05 14:00:00+00:00,0.0,0.0
2024-01-05 15:00:00,2017-01-05 15:00:00+00:00,0.0,0.0
2024-01-05 16:00:00,2017-01-05 16:00:00+00:00,0.0,0.0
2024-01-05 17:00:00,2017-01-05 17:00:00+00:00,0.0,0.0
2024-01-05 18:00:00,2017-01-05 18:00:00+00:00,0.0,0.0
2024-01-05 19:00:00,2017-01-05 19:00:00+00:00,0.0,0.0
2024-01-05 20:00:00,2017-01-05 20:00:00+00:00,0.0,0.0
2024-01-05 21:00:00,2017-01-05 21:00:00+00:00,0.0,0.0
2024-01-05 22:00:00,2017-01-05 22:00:00+00:00,0.0,0.0
2024-01-05 23:00:00,2017-01-05 23:00:00+00:00,0.0,0.0
2024-01-06 00:00:00,2017-01-06 00:00:00+00:00,0.0,0.0
2024-01-06 01:00:00,2017-01-06 01:00:00+00:00,0.0,0.0
2024-01-06 02:00:00,2017-01-06 02:00:00+00:00,0.0,0.0
2024-01-06 03:00:00,2017-01-06 03:00:00+00:00,0.0,0.0
2024-01-06 04:00:00,2017-01-06 04:00:00+00:00,0.0,0.0
2024-01-06 05:00:00,2017-01-06 05:00:00+00:00,0.0,0.0
2024-01-06 06:00:00,2017-01-06 06:00:00+00:00,0.0,0.0
2024-01-06 07:00:00,2017-01-06 07:00:00+00:00,0.0,0.0
2024-01-06 08:00:00,2017-01-06 08:00:00+00:00,9.106,0.041
2024-01-06 09:00:00,2017-01-06 09:00:00+00:00,0.401,0.002
2024-01-06 10:00:00,2017-01-06 10:00:00+00:00,0.0,0.0
2024-01-06 11:00:00,2017-01-06 11:00:00+00:00,0.0,0.0
2024-01-06 12:00:00,2017-01-06 12:00:00+00:00,0.0,0.0
2024-01-06 13:00:00,2017-01-06 13:00:00+00:00,0.0,0.0
2024-01-06 14:00:00,2017-01-06 14:00:00+00:00,0.0,0.0
2024-01-06 15:00:00,2017-01-06 15:00:00+00:00,0.0,0.0
2024-01-06 16:00:00,2017-01-06 16:00:00+00:00,0.0,0.0
2024-01-06 17:00:00,2017-01-06 17:00:00+00:00,0.0,0.0
2024-01-06 18:00:00,2017-01-06 18:00:00+00:00,0.0,0.0
2024-01-06 19:00:00,2017-01-06 19:00:00+00:00,0.0,0.0
2024-01-06 20:00:00,2017-01-06 20:00:00+00:00,0.0,0.0
2024-01-06 21:00:00,2017-01-06 21:00:00+00:00,0.0,0.0
2024-01-06 22:00:00,2017-01-06 22:00:00+00:00,0.0,0.0
2024-01-06 23:00:00,2017-01-06 23:00:00+00:00,0.0,0.0
2024-01-07 00:00:00,2017-01-07 00:00:00+00:00,0.0,0.0
2024-01-07 01:00:00,2017-01-07 01:00:00+00:00,0.0,0.0
2024-01-07 02:00:00,2017-01-07 02:00:00+00:00,0.0,0.0
2024-01-07 03:00:00,2017-01-07 03:00:00+00:00,0.0,0.0
2024-01-07 04:00:00,2017-01-07 04:00:00+00:00,0.0,0.0
2024-01-07 05:00:00,2017-01-07 05:00:00+00:00,0.0,0.0
2024-01-07 06:00:00,2017-01-07 06:00:00+00:00,0.0,0.0
2024-01-07 07:00:00,2017-01-07 07:00:00+00:00,0.0,0.0
2024-01-07 08:00:00,2017-01-07 08:00:00+00:00,2.03,0.009
2024-01-07 09:00:00,2017-01-07 09:00:00+00:00,0.0,0.0
2024-01-07 10:00:00,2017-01-07 10:00:00+00:00,0.0,0.0
2024-01-07 11:00:00,2017-01-07 11:00:00+00:00,0.0,0.0
2024-01-07 12:00:00,2017-01-07 12:00:00+00:00,0.0,0.0
2024-01-07 13:00:00,2017-01-07 13:00:00+00:00,0.0,0.0
2024-01-07 14:00:00,2017-01-07 14:00:00+00:00,1.973,0.009
2024-01-07 15:00:00,2017-01-07 15:00:00+00:00,0.0,0.0
2024-01-07 16:00:00,2017-01-07 16:00:00+00:00,0.0,0.0
2024-01-07 17:00:00,2017-01-07 17:00:00+00:00,0.0,0.0
2024-01-07 18:00:00,2017-01-07 18:00:00+00:00,0.0,0.0
2024-01-07 19:00:00,2017-01-07 19:00:00+00:00,0.0,0.0
2024-01-07 20:00:00,2017-01-07 20:00:00+00:00,0.0,0.0
2024-01-07 21:00:00,2017-01-07 21:00:00+00:00,0.0,0.0
2024-01-07 22:00:00,2017-01-07 22:00:00+00:00,0.0,0.0
2024-01-07 23:00:00,2017-01-07 23:00:00+00:00,0.0,0.0
2024-01-08 00:00:00,2017-01-08 00:00:00+00:00,0.0,0.0
2024-01-08 01:00:00,2017-01-08 01:00:00+00:00,0.0,0.0
2024-01-08 02:00:00,2017-01-08 02:00:00+00:00,0.0,0.0
2024-01-08 03:00:00,2017-01-08 03:00:00+00:00,0.0,0.0
2024-01-08 04:00:00,2017-01-08 04:00:00+00:00,0.0,0.0
2024-01-08 05:00:00,2017-01-08 05:00:00+00:00,0.0,0.0
2024-01-08 06:00:00,2017-01-08 06:00:00+00:00,0.0,0.0
2024-01-08 07:00:00,2017-01-08 07:00:00+00:00,0.0,0.0
2024-01-08 08:00:00,2017-01-08 08:00:00+00:00,3.235,0.015
2024-01-08 09:00:00,2017-01-08 09:00:00+00:00,2.967,0.014
2024-01-08 10:00:00,2017-01-08 10:00:00+00:00,3.779,0.017
2024-01-08 11:00:00,2017-01-08 11:00:00+00:00,1.745,0.008
2024-01-08 12:00:00,2017-01-08 12:00:00+00:00,1.169,0.005
2024-01-08 13:00:00,2017-01-08 13:00:00+00:00,1.363,0.006
2024-01-08 14:00:00,2017-01-08 14:00:00+00:00,1.015,0.005
2024-01-08 15:00:00,2017-01-08 15:00:00+00:00,0.0,0.0
2024-01-08 16:00:00,2017-01-08 16:00:00+00:00,0.0,0.0
2024-01-08 17:00:00,2017-01-08 17:00:00+00:00,0.0,0.0
2024-01-08 18:00:00,2017-01-08 18:00:00+00:00,0.0,0.0
2024-01-08 19:00:00,2017-01-08 19:00:00+00:00,0.0,0.0
2024-01-08 20:00:00,2017-01-08 20:00:00+00:00,0.0,0.0
2024-01-08 21:00:00,2017-01-08 21:00:00+00:00,0.0,0.0
2024-01-08 22:00:00,2017-01-08 22:00:00+00:00,0.0,0.0
2024-01-08 23:00:00,2017-01-08 23:00:00+00:00,0.0,0.0
2024-01-09 00:00:00,2017-01-09 00:00:00+00:00,0.0,0.0
2024-01-09 01:00:00,2017-01-09 01:00:00+00:00,0.0,0.0
2024-01-09 02:00:00,2017-01-09 02:00:00+00:00,0.0,0.0
2024-01-09 03:00:00,2017-01-09 03:00:00+00:00,0.0,0.0
2024-01-09 04:00:00,2017-01-09 04:00:00+00:00,0.0,0.0
2024-01-09 05:00:00,2017-01-09 05:00:00+00:00,0.0,0.0
2024-01-09 06:00:00,2017-01-09 06:00:00+00:00,0.0,0.0
2024-01-09 07:00:00,2017-01-09 07:00:00+00:00,0.0,0.0
2024-01-09 08:00:00,2017-01-09 08:00:00+00:00,14.565,0.066
2024-01-09 09:00:00,2017-01-09 09:00:00+00:00,21.502,0.098
2024-01-09 10:00:00,2017-01-09 10:00:00+00:00,24.188,0.11
2024-01-09 11:00:00,2017-01-09 11:00:00+00:00,33.567,0.153
2024-01-09 12:00:00,2017-01-09 12:00:00+00:00,18.062,0.082
2024-01-09 13:00:00,2017-01-09 13:00:00+00:00,11.851,0.054
2024-01-09 14:00:00,2017-01-09 14:00:00+00:00,6.389,0.029
2024-01-09 15:00:00,2017-01-09 15:00:00+00:00,0.0,0.0
2024-01-09 16:00:00,2017-01-09 16:00:00+00:00,0.0,0.0
2024-01-09 17:00:00,2017-01-09 17:00:00+00:00,0.0,0.0
2024-01-09 18:00:00,2017-01-09 18:00:00+00:00,0.0,0.0
2024-01-09 19:00:00,2017-01-09 19:00:00+00:00,0.0,0.0
2024-01-09 20:00:00,2017-01-09 20:00:00+00:00,0.0,0.0
2024-01-09 21:00:00,2017-01-09 21:00:00+00:00,0.0,0.0
2024-01-09 22:00:00,2017-01-09 22:00:00+00:00,0.0,0.0
2024-01-09 23:00:00,2017-01-09 23:00:00+00:00,0.0,0.0
2024-01-10 00:00:00,2017-01-10 00:00:00+00:00,0.0,0.0
2024-01-10 01:00:00,2017-01-10 01:00:00+00:00,0.0,0.0
2024-01-10 02:00:00,2017-01-10 02:00:00+00:00,0.0,0.0
2024-01-10 03:00:00,2017-01-10 03:00:00+00:00,0.0,0.0
2024-01-10 04:00:00,2017-01-10 04:00:00+00:00,0.0,0.0
2024-01-10 05:00:00,2017-01-10 05:00:00+00:00,0.0,0.0
2024-01-10 06:00:00,2017-01-10 06:00:00+00:00,0.0,0.0
2024-01-10 07:00:00,2017-01-10 07:00:00+00:00,0.0,0.0
2024-01-10 08:00:00,2017-01-10 08:00:00+00:00,5.017,0.023
2024-01-10 09:00:00,2017-01-10 09:00:00+00:00,5.012,0.023
2024-01-10 10:00:00,2017-01-10 10:00:00+00:00,11.999,0.055
2024-01-10 11:00:00,2017-01-10 11:00:00+00:00,3.626,0.017
2024-01-10 12:00:00,2017-01-10 12:00:00+00:00,21.306,0.097
2024-01-10 13:00:00,2017-01-10 13:00:00+00:00,8.313,0.038
2024-01-10 14:00:00,2017-01-10 14:00:00+00:00,6.945,0.032
2024-01-10 15:00:00,2017-01-10 15:00:00+00:00,0.0,0.0
2024-01-10 16:00:00,2017-01-10 16:00:00+00:00,0.0,0.0
2024-01-10 17:00:00,2017-01-10 17:00:00+00:00,0.0,0.0
2024-01-10 18:00:00,2017-01-10 18:00:00+00:00,0.0,0.0
2024-01-10 19:00:00,2017-01-10 19:00:00+00:00,0.0,0.0
2024-01-10 20:00:00,2017-01-10 20:00:00+00:00,0.0,0.0
2024-01-10 21:00:00,2017-01-10 21:00:00+00:00,0.0,0.0
2024-01-10 22:00:00,2017-01-10 22:00:00+00:00,0.0,0.0
2024-01-10 23:00:00,2017-01-10 23:00:00+00:00,0.0,0.0
2024-01-11 00:00:00,2017-01-11 00:00:00+00:00,0.0,0.0
2024-01-11 01:00:00,2017-01-11 01:00:00+00:00,0.0,0.0
2024-01-11 02:00:00,2017-01-11 02:00:00+00:00,0.0,0.0
2024-01-11 03:00:00,2017-01-11 03:00:00+00:00,0.0,0.0
2024-01-11 04:00:00,2017-01-11 04:00:00+00:00,0.0,0.0
2024-01-11 05:00:00,2017-01-11 05:00:00+00:00,0.0,0.0
2024-01-11 06:00:00,2017-01-11 06:00:00+00:00,0.0,0.0
2024-01-11 07:00:00,2017-01-11 07:00:00+00:00,0.0,0.0
2024-01-11 08:00:00,2017-01-11 08:00:00+00:00,25.485,0.116
2024-01-11 09:00:00,2017-01-11 09:00:00+00:00,29.139,0.133
2024-01-11 10:00:00,2017-01-11 10:00:00+00:00,29.843,0.136
2024-01-11 11:00:00,2017-01-11 11:00:00+00:00,16.042,0.073
2024-01-11 12:00:00,2017-01-11 12:00:00+00:00,23.53,0.107
2024-01-11 13:00:00,2017-01-11 13:00:00+00:00,13.972,0.064
2024-01-11 14:00:00,2017-01-11 14:00:00+00:00,6.356,0.029
2024-01-11 15:00:00,2017-01-11 15:00:00+00:00,0.0,0.0
2024-01-11 16:00:00,2017-01-11 16:00:00+00:00,0.0,0.0
2024-01-11 17:00:00,2017-01-11 17:00:00+00:00,0.0,0.0
2024-01-11 18:00:00,2017-01-11 18:00:00+00:00,0.0,0.0
2024-01-11 19:00:00,2017-01-11 19:00:00+00:00,0.0,0.0
2024-01-11 20:00:00,2017-01-11 20:00:00+00:00,0.0,0.0
2024-01-11 21:00:00,2017-01-11 21:00:00+00:00,0.0,0.0
2024-01-11 22:00:00,2017-01-11 22:00:00+00:00,0.0,0.0
2024-01-11 23:00:00,2017-01-11 23:00:00+00:00,0.0,0.0
2024-01-12 00:00:00,2017-01-12 00:00:00+00:00,0.0,0.0
2024-01-12 01:00:00,2017-01-12 01:00:00+00:00,0.0,0.0
2024-01-12 02:00:00,2017-01-12 02:00:00+00:00,0.0,0.0
2024-01-12 03:00:00,2017-01-12 03:00:00+00:00,0.0,0.0
2024-01-12 04:00:00,2017-01-12 04:00:00+00:00,0.0,0.0
2024-01-12 05:00:00,2017-01-12 05:00:00+00:00,0.0,0.0
2024-01-12 06:00:00,2017-01-12 06:00:00+00:00,0.0,0.0
2024-01-12 07:00:00,2017-01-12 07:00:00+00:00,0.0,0.0
2024-01-12 08:00:00,2017-01-12 08:00:00+00:00,5.009,0.023
2024-01-12 09:00:00,2017-01-12 09:00:00+00:00,6.124,0.028
2024-01-12 10:00:00,2017-01-12 10:00:00+00:00,19.974,0.091
2024-01-12 11:00:00,2017-01-12 11:00:00+00:00,38.608,0.176
2024-01-12 12:00:00,2017-01-12 12:00:00+00:00,23.166,0.105
2024-01-12 13:00:00,2017-01-12 13:00:00+00:00,11.001,0.05
2024-01-12 14:00:00,2017-01-12 14:00:00+00:00,4.612,0.021
2024-01-12 15:00:00,2017-01-12 15:00:00+00:00,0.0,0.0
2024-01-12 16:00:00,2017-01-12 16:00:00+00:00,0.0,0.0
2024-01-12 17:00:00,2017-01-12 17:00:00+00:00,0.0,0.0
2024-01-12 18:00:00,2017-01-12 18:00:00+00:00,0.0,0.0
2024-01-12 19:00:00,2017-01-12 19:00:00+00:00,0.0,0.0
2024-01-12 20:00:00,2017-01-12 20:00:00+00:00,0.0,0.0
2024-01-12 21:00:00,2017-01-12 21:00:00+00:00,0.0,0.0
2024-01-12 22:00:00,2017-01-12 22:00:00+00:00,0.0,0.0
2024-01-12 23:00:00,2017-01-12 23:00:00+00:00,0.0,0.0
2024-01-13 00:00:00,2017-01-13 00:00:00+00:00,0.0,0.0
2024-01-13 01:00:00,2017-01-13 01:00:00+00:00,0.0,0.0
2024-01-13 02:00:00,2017-01-13 02:00:00+00:00,0.0,0.0
2024-01-13 03:00:00,2017-01-13 03:00:00+00:00,0.0,0.0
2024-01-13 04:00:00,2017-01-13 04:00:00+00:00,0.0,0.0
2024-01-13 05:00:00,2017-01-13 05:00:00+00:00,0.0,0.0
2024-01-13 06:00:00,2017-01-13 06:00:00+00:00,0.0,0.0
2024-01-13 07:00:00,2017-01-13 07:00:00+00:00,0.0,0.0
2024-01-13 08:00:00,2017-01-13 08:00:00+00:00,26.031,0.119
2024-01-13 09:00:00,2017-01-13 09:00:00+00:00,43.492,0.198
2024-01-13 10:00:00,2017-01-13 10:00:00+00:00,17.52,0.08
2024-01-13 11:00:00,2017-01-13 11:00:00+00:00,3.874,0.018
2024-01-13 12:00:00,2017-01-13 12:00:00+00:00,4.079,0.019
2024-01-13 13:00:00,2017-01-13 13:00:00+00:00,10.538,0.048
2024-01-13 14:00:00,2017-01-13 14:00:00+00:00,1.195,0.005
2024-01-13 15:00:00,2017-01-13 15:00:00+00:00,0.002,0.0
2024-01-13 16:00:00,2017-01-13 16:00:00+00:00,0.0,0.0
2024-01-13 17:00:00,2017-01-13 17:00:00+00:00,0.0,0.0
2024-01-13 18:00:00,2017-01-13 18:00:00+00:00,0.0,0.0
2024-01-13 19:00:00,2017-01-13 19:00:00+00:00,0.0,0.0
2024-01-13 20:00:00,2017-01-13 20:00:00+00:00,0.0,0.0
2024-01-13 21:00:00,2017-01-13 21:00:00+00:00,0.0,0.0
2024-01-13 22:00:00,2017-01-13 22:00:00+00:00,0.0,0.0
2024-01-13 23:00:00,2017-01-13 23:00:00+00:00,0.0,0.0
2024-01-14 00:00:00,2017-01-14 00:00:00+00:00,0.0,0.0
2024-01-14 01:00:00,2017-01-14 01:00:00+00:00,0.0,0.0
2024-01-14 02:00:00,2017-01-14 02:00:00+00:00,0.0,0.0
2024-01-14 03:00:00,2017-01-14 03:00:00+00:00,0.0,0.0
2024-01-14 04:00:00,2017-01-14 04:00:00+00:00,0.0,0.0
2024-01-14 05:00:00,2017-01-14 05:00:00+00:00,0.0,0.0
2024-01-14 06:00:00,2017-01-14 06:00:00+00:00,0.0,0.0
2024-01-14 07:00:00,2017-01-14 07:00:00+00:00,0.0,0.0
2024-01-14 08:00:00,2017-01-14 08:00:00+00:00,57.722,0.263
2024-01-14 09:00:00,2017-01-14 09:00:00+00:00,83.076,0.378
2024-01-14 10:00:00,2017-01-14 10:00:00+00:00,75.689,0.345
2024-01-14 11:00:00,2017-01-14 11:00:00+00:00,47.656,0.217
2024-01-14 12:00:00,2017-01-14 12:00:00+00:00,17.358,0.079
2024-01-14 13:00:00,2017-01-14 13:00:00+00:00,4.076,0.019
2024-01-14 14:00:00,2017-01-14 14:00:00+00:00,7.937,0.036
2024-01-14 15:00:00,2017-01-14 15:00:00+00:00,0.01,0.0
2024-01-14 16:00:00,2017-01-14 16:00:00+00:00,0.0,0.0
2024-01-14 17:00:00,2017-01-14 17:00:00+00:00,0.0,0.0
2024-01-14 18:00:00,2017-01-14 18:00:00+00:00,0.0,0.0
2024-01-14 19:00:00,2017-01-14 19:00:00+00:00,0.0,0.0
2024-01-14 20:00:00,2017-01-14 20:00:00+00:00,0.0,0.0
2024-01-14 21:00:00,2017-01-14 21:00:00+00:00,0.0,0.0
2024-01-14 22:00:00,2017-01-14 22:00:00+00:00,0.0,0.0
2024-01-14 23:00:00,2017-01-14 23:00:00+00:00,0.0,0.0
2024-01-15 00:00:00,2017-01-15 00:00:00+00:00,0.0,0.0
2024-01-15 01:00:00,2017-01-15 01:00:00+00:00,0.0,0.0
2024-01-15 02:00:00,2017-01-15 02:00:00+00:00,0.0,0.0
2024-01-15 03:00:00,2017-01-15 03:00:00+00:00,0.0,0.0
2024-01-15 04:00:00,2017-01-15 04:00:00+00:00,0.0,0.0
2024-01-15 05:00:00,2017-01-15 05:00:00+00:00,0.0,0.0
2024-01-15 06:00:00,2017-01-15 06:00:00+00:00,0.0,0.0
2024-01-15 07:00:00,2017-01-15 07:00:00+00:00,0.0,0.0
2024-01-15 08:00:00,2017-01-15 08:00:00+00:00,8.455,0.038
2024-01-15 09:00:00,2017-01-15 09:00:00+00:00,21.876,0.1
2024-01-15 10:00:00,2017-01-15 10:00:00+00:00,26.354,0.12
2024-01-15 11:00:00,2017-01-15 11:00:00+00:00,15.286,0.07
2024-01-15 12:00:00,2017-01-15 12:00:00+00:00,7.499,0.034
2024-01-15 13:00:00,2017-01-15 13:00:00+00:00,11.05,0.05
2024-01-15 14:00:00,2017-01-15 14:00:00+00:00,6.495,0.03
2024-01-15 15:00:00,2017-01-15 15:00:00+00:00,0.019,0.0
2024-01-15 16:00:00,2017-01-15 16:00:00+00:00,0.0,0.0
2024-01-15 17:00:00,2017-01-15 17:00:00+00:00,0.0,0.0
2024-01-15 18:00:00,2017-01-15 18:00:00+00:00,0.0,0.0
2024-01-15 19:00:00,2017-01-15 19:00:00+00:00,0.0,0.0
2024-01-15 20:00:00,2017-01-15 20:00:00+00:00,0.0,0.0
2024-01-15 21:00:00,2017-01-15 21:00:00+00:00,0.0,0.0
2024-01-15 22:00:00,2017-01-15 22:00:00+00:00,0.0,0.0
2024-01-15 23:00:00,2017-01-15 23:00:00+00:00,0.0,0.0
2024-01-16 00:00:00,2017-01-16 00:00:00+00:00,0.0,0.0
2024-01-16 01:00:00,2017-01-16 01:00:00+00:00,0.0,0.0
2024-01-16 02:00:00,2017-01-16 02:00:00+00:00,0.0,0.0
2024-01-16 03:00:00,2017-01-16 03:00:00+00:00,0.0,0.0
2024-01-16 04:00:00,2017-01-16 04:00:00+00:00,0.0,0.0
2024-01-16 05:00:00,2017-01-16 05:00:00+00:00,0.0,0.0
2024-01-16 06:00:00,2017-01-16 06:00:00+00:00,0.0,0.0
